Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score
"Got this after delay, and it didn't meet my expectations at all. navigation is confusing. waste of money bakwas experience.",Negative,Google Reviews,2025-11-15 01:18:15,user2319,Ahmedabad,0.5
"Tried this for the first time, and everything was smooth from start to end. everything worked perfectly. will definitely recommend this to others 😊 thoda disappointing.",Positive,Flipkart,2025-05-24 14:07:23,user7492,Pune,0.85
"Bought this during sale, and honestly I'm really happy with it. loading speed is really good. will order again for sure bakwas experience.",Positive,Website Review,2023-09-30 17:18:00,user9710,Mumbai,0.97
"Tried using it for few days, and honestly I'm very disappointed. received damaged product. completely disappointed 💔.",Negative,Amazon India,2025-09-09 23:01:01,user1339,Delhi,0.53
"Got this delivered yesterday, and honestly I'm really happy with it. product quality is really good. will order again for sure kaafi acha hai.",Positive,Flipkart,2025-07-10 14:05:54,user7220,Mumbai,0.85
"Bought this during sale, and everything was smooth from start to end. product quality is really good. totally satisfied ❤️ seriously yaar.",Positive,Online Store,2024-10-23 10:53:06,user3196,Patna,0.94
"Got this delivered yesterday, and everything was smooth from start to end. delivery was quick and packaging was neat. will definitely recommend this to others 😊 bilkul pasand aaya.",Positive,Flipkart,2024-10-31 16:23:57,user6948,Jaipur,0.85
"Tried this for the first time, and honestly I'm really happy with it. product quality is really good. happy with the purchase 👍 matlab expected better.",Positive,Twitter,2024-05-22 09:08:29,user5139,Hyderabad,0.93
"Bought this during sale, and it turned out better than expected. customer support was helpful. will order again for sure.",Positive,Flipkart,2024-06-05 11:06:05,user8208,Ahmedabad,0.97
"After waiting for so long, and it's not worth the price. delivery got delayed without any update. very bad experience overall seriously yaar.",Negative,Amazon India,2023-05-10 14:01:12,user3586,Hyderabad,0.73
"After waiting for so long, and it's not worth the price. app keeps crashing again and again. very bad experience overall seriously yaar.",Negative,Website Review,2023-02-06 08:21:27,user3777,Visakhapatnam,0.65
"Received this product yesterday, but the experience was really bad. customer support didn't respond properly. waste of money seriously yaar.",Negative,Amazon India,2023-05-21 06:24:54,user7593,Pune,0.6
"Using this from past few days, and everything was smooth from start to end. UI design looks modern and attractive. totally satisfied ❤️ matlab expected better.",Positive,Website Review,2024-10-19 10:02:47,user7097,Chennai,0.96
"Tried using it for few days, and it didn't meet my expectations at all. delivery got delayed without any update. completely disappointed 💔 bilkul pasand aaya.",Negative,Amazon India,2024-12-23 08:37:48,user4620,Pune,0.75
"I ordered this last week, and it's totally worth the money. delivery was quick and packaging was neat. happy with the purchase 👍 bilkul pasand aaya.",Positive,Amazon India,2023-04-16 08:57:52,user1507,Chennai,0.98
"Recently purchased this, and I had a great experience overall. delivery was quick and packaging was neat. totally satisfied ❤️ bakwas experience.",Positive,Amazon India,2023-06-24 00:47:20,user3796,Patna,0.86
"After waiting for so long, but facing multiple issues. delivery got delayed without any update. very bad experience overall bakwas experience.",Negative,Twitter,2024-11-20 01:27:05,user4606,Nagpur,0.52
"I ordered this recently, and it's not worth the price. product quality is very poor. waste of money bilkul pasand aaya.",Negative,Amazon India,2024-09-27 23:04:59,user2571,Coimbatore,0.61
"I ordered this recently, and it didn't meet my expectations at all. website is not working properly. completely disappointed 💔 bilkul pasand aaya.",Negative,Website Review,2025-03-08 06:52:06,user1498,Jaipur,0.65
"Got this delivered yesterday, and I had a great experience overall. navigation is simple and fast. good job by the team bilkul pasand aaya.",Positive,Google Reviews,2024-05-14 13:27:37,user1971,Coimbatore,0.88
"Tried using it for few days, but the experience was really bad. delivery got delayed without any update. not going to buy again 😡 kaafi acha hai.",Negative,Twitter,2023-05-10 21:35:37,user7427,Bhopal,0.61
"Got this after delay, and it's not worth the price. app keeps crashing frequently. completely disappointed 💔 bilkul pasand aaya.",Negative,Website Review,2024-03-12 12:32:47,user1079,Hyderabad,0.63
"Tried using it for few days, but facing multiple issues. delivery got delayed without any update. needs serious improvement bakwas experience.",Negative,Swiggy,2025-12-19 23:48:49,user7703,Pune,0.51
"Tried this for the first time, and it's totally worth the money. delivery was quick and packaging was neat. will definitely recommend this to others 😊 kaafi acha hai.",Positive,Amazon India,2025-11-22 07:37:30,user3519,Pune,0.97
"After waiting for so long, but the experience was really bad. received damaged product. needs serious improvement.",Negative,Zomato,2023-11-02 14:03:05,user7519,Patna,0.61
"Tried using it for few days, but facing multiple issues. delivery got delayed without any update. not going to buy again 😡 matlab expected better.",Negative,Online Store,2023-02-17 19:18:23,user8779,Lucknow,0.52
"Recently purchased this, and it turned out better than expected. loading speed is really good. happy with the purchase 👍 seriously yaar.",Positive,Website Review,2024-04-14 12:50:21,user9379,Jaipur,0.88
"After waiting for so long, but the experience was really bad. delivery got delayed without any update. needs serious improvement seriously yaar.",Negative,Twitter,2024-11-25 07:16:21,user4146,Coimbatore,0.69
"After waiting for so long, and honestly I'm very disappointed. delivery got delayed without any update. not going to buy again 😡.",Negative,Swiggy,2023-01-02 22:30:42,user3196,Jaipur,0.74
"Got this delivered yesterday, and it's totally worth the money. delivery was quick and packaging was neat. will definitely recommend this to others 😊 matlab expected better.",Positive,Online Store,2025-05-25 03:20:07,user2188,Hyderabad,0.95
"I ordered this recently, and it's not worth the price. customer support didn't respond properly. very bad experience overall kaafi acha hai.",Negative,Amazon India,2025-11-27 12:18:42,user9211,Coimbatore,0.65
"Bought this with high expectations, but facing multiple issues. navigation is confusing. needs serious improvement matlab expected better.",Negative,Google Reviews,2023-03-02 08:10:16,user5906,Chennai,0.6
"Got this after delay, but the experience was really bad. navigation is confusing. very bad experience overall kaafi acha hai.",Negative,Website Review,2025-08-13 23:43:33,user6407,Chennai,0.58
"After waiting for so long, but the experience was really bad. delivery got delayed without any update. waste of money bilkul pasand aaya.",Negative,Flipkart,2024-06-17 10:53:09,user2267,Delhi,0.54
"Recently purchased this, and it turned out better than expected. website is very easy to use. will definitely recommend this to others 😊 seriously yaar.",Positive,Website Review,2024-04-13 14:46:09,user6687,Hyderabad,0.89
"Tried using it for few days, and it didn't meet my expectations at all. delivery got delayed without any update. not going to buy again 😡 bilkul pasand aaya.",Negative,Online Store,2023-12-16 01:35:46,user3876,Visakhapatnam,0.63
"Got this after delay, but the experience was really bad. OTP not received during login. needs serious improvement kaafi acha hai.",Negative,Website Review,2025-09-13 18:05:32,user8256,Visakhapatnam,0.64
"Tried this for the first time, and everything was smooth from start to end. everything worked perfectly. will definitely recommend this to others 😊 bilkul pasand aaya.",Positive,Twitter,2025-03-14 23:57:04,user5618,Lucknow,0.98
"Got this after delay, and it didn't meet my expectations at all. customer support didn't respond properly. very bad experience overall kaafi acha hai.",Negative,Swiggy,2023-01-29 03:36:44,user9221,Patna,0.58
"Using this from past few days, and honestly I'm really happy with it. everything worked perfectly. will order again for sure bakwas experience.",Positive,Online Store,2023-10-15 02:37:42,user1743,Ahmedabad,0.86
"Tried this for the first time, and it's totally worth the money. delivery was quick and packaging was neat. will order again for sure bakwas experience.",Positive,Swiggy,2024-10-10 07:52:12,user2213,Patna,0.88
"Bought this with high expectations, but the experience was really bad. product quality is very poor. completely disappointed 💔 matlab expected better.",Negative,Swiggy,2025-11-16 14:13:17,user8410,Lucknow,0.55
"Got this after delay, and it didn't meet my expectations at all. received damaged product. not going to buy again 😡 seriously yaar.",Negative,Swiggy,2024-08-03 01:49:31,user3139,Lucknow,0.63
"I ordered this last week, and it turned out better than expected. website is very easy to use. happy with the purchase 👍 matlab expected better.",Positive,Website Review,2024-03-24 05:20:02,user7637,Bhopal,0.81
"I ordered this recently, but facing multiple issues. customer support didn't respond properly. waste of money matlab expected better.",Negative,Online Store,2024-07-31 15:59:26,user9055,Jaipur,0.67
"I ordered this last week, and it's totally worth the money. loading speed is really good. good job by the team bakwas experience.",Positive,Google Reviews,2024-01-21 05:19:46,user8804,Nagpur,0.94
"Got this delivered yesterday, and it turned out better than expected. delivery was quick and packaging was neat. good job by the team.",Positive,Amazon India,2023-11-18 18:43:38,user1310,Visakhapatnam,0.85
"I ordered this last week, and it's totally worth the money. everything worked perfectly. good job by the team thoda disappointing.",Positive,Amazon India,2024-08-24 01:10:06,user8481,Pune,0.89
"I ordered this recently, and honestly I'm very disappointed. product quality is very poor. needs serious improvement thoda disappointing.",Negative,Amazon India,2024-11-08 02:41:40,user7108,Nagpur,0.69
"I ordered this recently, but the experience was really bad. customer support didn't respond properly. waste of money matlab expected better.",Negative,Zomato,2025-09-04 19:15:49,user4621,Nagpur,0.7
"Bought this with high expectations, and it's not worth the price. customer support didn't respond properly. very bad experience overall seriously yaar.",Negative,Flipkart,2023-10-29 11:05:21,user1476,Coimbatore,0.74
"Recently purchased this, and it turned out better than expected. everything worked perfectly. good job by the team matlab expected better.",Positive,Zomato,2024-09-11 06:26:14,user7598,Jaipur,0.89
"After waiting for so long, and honestly I'm very disappointed. payment was deducted but order not confirmed. completely disappointed 💔.",Negative,Website Review,2024-02-20 06:36:40,user3002,Nagpur,0.56
"After waiting for so long, but the experience was really bad. delivery got delayed without any update. not going to buy again 😡 kaafi acha hai.",Negative,Online Store,2024-04-21 13:24:11,user1323,Jaipur,0.74
"Tried this for the first time, and everything was smooth from start to end. product quality is really good. will definitely recommend this to others 😊 bilkul pasand aaya.",Positive,Zomato,2025-12-15 04:06:19,user3754,Patna,0.84
"I ordered this recently, but the experience was really bad. delivery got delayed without any update. needs serious improvement.",Negative,Flipkart,2025-08-06 05:25:22,user2917,Ahmedabad,0.55
"Got this after delay, and honestly I'm very disappointed. delivery got delayed without any update. waste of money.",Negative,Twitter,2024-12-27 02:13:28,user5604,Mumbai,0.56
"Tried this for the first time, and everything was smooth from start to end. customer support was helpful. happy with the purchase 👍 bakwas experience.",Positive,Twitter,2023-04-22 15:17:05,user3861,Pune,0.85
"Received this product yesterday, but facing multiple issues. money got debited but no confirmation email received. not going to buy again 😡 thoda disappointing.",Negative,Google Reviews,2024-04-02 01:51:25,user3103,Ahmedabad,0.72
"I ordered this recently, and it didn't meet my expectations at all. unable to login to my account. waste of money matlab expected better.",Negative,Website Review,2023-12-10 02:51:03,user1140,Lucknow,0.72
"Tried using it for few days, but facing multiple issues. product quality is very poor. not going to buy again 😡 bilkul pasand aaya.",Negative,Flipkart,2025-11-23 10:35:03,user3909,Pune,0.66
"Using this from past few days, and everything was smooth from start to end. website is very easy to use. will definitely recommend this to others 😊 bakwas experience.",Positive,Google Reviews,2025-06-20 13:56:10,user5449,Delhi,0.97
"Tried this for the first time, and everything was smooth from start to end. everything worked perfectly. happy with the purchase 👍 kaafi acha hai.",Positive,Twitter,2023-04-11 03:17:49,user6229,Visakhapatnam,0.94
"Got this delivered yesterday, and it's totally worth the money. customer support was helpful. happy with the purchase 👍 matlab expected better.",Positive,Zomato,2023-01-23 12:18:28,user1812,Ahmedabad,0.88
"Got this delivered yesterday, and everything was smooth from start to end. loading speed is really good. will order again for sure matlab expected better.",Positive,Website Review,2025-03-26 21:59:29,user5104,Visakhapatnam,0.94
"Got this after delay, and it's not worth the price. customer support didn't respond properly. needs serious improvement bakwas experience.",Negative,Zomato,2023-10-05 14:21:21,user7138,Visakhapatnam,0.58
"Received this product yesterday, and it's not worth the price. product quality is very poor. needs serious improvement matlab expected better.",Negative,Twitter,2024-08-21 02:15:06,user1148,Ahmedabad,0.57
"Tried this for the first time, and it turned out better than expected. navigation is simple and fast. totally satisfied ❤️ bakwas experience.",Positive,Google Reviews,2024-05-15 16:52:33,user2362,Mumbai,0.97
"Got this after delay, and it's not worth the price. received damaged product. completely disappointed 💔 bakwas experience.",Negative,Amazon India,2024-07-23 05:18:41,user3250,Pune,0.65
"Got this delivered yesterday, and I had a great experience overall. product quality is really good. totally satisfied ❤️ thoda disappointing.",Positive,Amazon India,2023-08-19 03:15:01,user8059,Ahmedabad,0.95
"I ordered this last week, and honestly I'm really happy with it. product quality is really good. happy with the purchase 👍 bakwas experience.",Positive,Twitter,2025-01-16 22:54:34,user1015,Coimbatore,0.87
"Recently purchased this, and everything was smooth from start to end. everything worked perfectly. good job by the team matlab expected better.",Positive,Flipkart,2024-03-28 23:11:58,user9390,Coimbatore,0.93
"Received this product yesterday, but the experience was really bad. delivery got delayed without any update. needs serious improvement seriously yaar.",Negative,Online Store,2023-06-16 02:24:28,user7427,Lucknow,0.65
"Bought this during sale, and it turned out better than expected. delivery was quick and packaging was neat. will definitely recommend this to others 😊.",Positive,Twitter,2025-10-15 15:42:59,user5644,Nagpur,0.85
"Received this product yesterday, and it didn't meet my expectations at all. payment was deducted but order not confirmed. not going to buy again 😡 matlab expected better.",Negative,Google Reviews,2023-05-26 17:36:21,user5443,Jaipur,0.61
"Tried using it for few days, and honestly I'm very disappointed. tried contacting support but no response. waste of money bakwas experience.",Negative,Google Reviews,2025-10-03 18:20:21,user2863,Visakhapatnam,0.55
"After waiting for so long, and it didn't meet my expectations at all. customer support didn't respond properly. not going to buy again 😡 bilkul pasand aaya.",Negative,Online Store,2023-05-04 05:39:37,user7218,Chennai,0.66
"After waiting for so long, and it didn't meet my expectations at all. customer support didn't respond properly. waste of money bakwas experience.",Negative,Flipkart,2023-11-27 18:58:02,user5638,Visakhapatnam,0.54
"Tried using it for few days, and it didn't meet my expectations at all. order placed but no update or tracking available. completely disappointed 💔 thoda disappointing.",Negative,Website Review,2023-02-02 23:22:45,user4472,Hyderabad,0.7
"Got this after delay, and it didn't meet my expectations at all. payment page is stuck and not loading. not going to buy again 😡 seriously yaar.",Negative,Google Reviews,2025-11-25 15:09:57,user9023,Visakhapatnam,0.63
"After waiting for so long, and it didn't meet my expectations at all. customer support is not responding at all. waste of money bakwas experience.",Negative,Google Reviews,2024-03-10 19:52:29,user2439,Lucknow,0.74
"I ordered this last week, and everything was smooth from start to end. delivery was quick and packaging was neat. will order again for sure matlab expected better.",Positive,Online Store,2024-10-19 12:50:21,user6130,Lucknow,0.84
"Recently purchased this, and everything was smooth from start to end. product quality is really good. will definitely recommend this to others 😊 matlab expected better.",Positive,Amazon India,2025-10-22 18:27:28,user5228,Coimbatore,0.81
"Bought this with high expectations, and it's not worth the price. received damaged product. waste of money matlab expected better.",Negative,Zomato,2023-11-09 00:20:04,user3764,Patna,0.65
"Bought this during sale, and everything was smooth from start to end. everything worked perfectly. will definitely recommend this to others 😊 seriously yaar.",Positive,Swiggy,2024-07-15 12:17:21,user7382,Ahmedabad,0.89
"Bought this during sale, and it turned out better than expected. everything worked perfectly. will definitely recommend this to others 😊 matlab expected better.",Positive,Amazon India,2025-02-07 18:49:54,user7189,Jaipur,0.97
"Got this delivered yesterday, and honestly I'm really happy with it. everything worked perfectly. will definitely recommend this to others 😊 bilkul pasand aaya.",Positive,Flipkart,2023-04-11 23:45:12,user6215,Pune,0.83
"Tried using it for few days, and it didn't meet my expectations at all. product quality is very poor. not going to buy again 😡 bilkul pasand aaya.",Negative,Amazon India,2024-12-08 19:52:52,user1674,Ahmedabad,0.56
"Recently purchased this, and I had a great experience overall. loading speed is really good. happy with the purchase 👍 thoda disappointing.",Positive,Google Reviews,2023-04-22 14:00:59,user6773,Delhi,0.83
"Bought this during sale, and it turned out better than expected. UI design looks modern and attractive. totally satisfied ❤️ bilkul pasand aaya.",Positive,Website Review,2025-06-27 15:33:54,user4992,Chennai,0.84
"Recently purchased this, and I had a great experience overall. everything worked perfectly. will definitely recommend this to others 😊 kaafi acha hai.",Positive,Online Store,2024-12-03 09:59:34,user1108,Jaipur,0.9
"Tried this for the first time, and honestly I'm really happy with it. product quality is really good. totally satisfied ❤️ kaafi acha hai.",Positive,Flipkart,2025-10-31 12:30:05,user7678,Patna,0.93
"Tried this for the first time, and I had a great experience overall. UI design looks modern and attractive. will order again for sure.",Positive,Google Reviews,2024-10-04 02:10:39,user7962,Delhi,0.9
"Tried this for the first time, and I had a great experience overall. everything worked perfectly. totally satisfied ❤️ matlab expected better.",Positive,Amazon India,2024-05-15 16:10:44,user5309,Visakhapatnam,0.97
"Got this delivered yesterday, and it turned out better than expected. everything worked perfectly. good job by the team bilkul pasand aaya.",Positive,Online Store,2023-12-24 15:17:40,user5727,Chennai,0.93
"Tried this for the first time, and everything was smooth from start to end. delivery was quick and packaging was neat. totally satisfied ❤️ seriously yaar.",Positive,Flipkart,2024-01-10 06:04:11,user6869,Ahmedabad,0.83
"After waiting for so long, and it's not worth the price. delivery got delayed without any update. waste of money thoda disappointing.",Negative,Zomato,2024-05-27 05:11:11,user7834,Chennai,0.64
"I ordered this last week, and everything was smooth from start to end. delivery was quick and packaging was neat. good job by the team kaafi acha hai.",Positive,Flipkart,2023-08-25 21:16:16,user4447,Bangalore,0.86
"Recently purchased this, and honestly I'm really happy with it. delivery was quick and packaging was neat. totally satisfied ❤️ thoda disappointing.",Positive,Zomato,2023-04-27 02:59:19,user2258,Ahmedabad,0.92
"After waiting for so long, and it's not worth the price. website is not working properly. completely disappointed 💔 seriously yaar.",Negative,Google Reviews,2024-07-09 03:59:28,user7071,Coimbatore,0.61
"I ordered this recently, but facing multiple issues. delivery got delayed without any update. completely disappointed 💔.",Negative,Online Store,2025-07-15 19:20:57,user5352,Delhi,0.62
"I ordered this last week, and I had a great experience overall. delivery was quick and packaging was neat. good job by the team kaafi acha hai.",Positive,Amazon India,2023-11-23 07:55:46,user8967,Mumbai,0.96
"Received this product yesterday, and it didn't meet my expectations at all. unable to login to my account. not going to buy again 😡 thoda disappointing.",Negative,Google Reviews,2023-08-30 10:54:39,user1616,Patna,0.56
"Tried using it for few days, but the experience was really bad. received damaged product. completely disappointed 💔 thoda disappointing.",Negative,Amazon India,2025-04-22 16:12:40,user5396,Nagpur,0.74
"Received this product yesterday, and it didn't meet my expectations at all. received damaged product. waste of money kaafi acha hai.",Negative,Online Store,2024-05-01 05:52:58,user9348,Ahmedabad,0.61
"Recently purchased this, and honestly I'm really happy with it. customer support was helpful. happy with the purchase 👍 matlab expected better.",Positive,Flipkart,2023-11-28 04:42:31,user9836,Bangalore,0.89
"Got this delivered yesterday, and I had a great experience overall. everything worked perfectly. will order again for sure seriously yaar.",Positive,Twitter,2024-10-02 20:08:25,user6486,Nagpur,0.89
"Received this product yesterday, and it's not worth the price. received damaged product. waste of money bakwas experience.",Negative,Amazon India,2024-05-01 18:22:28,user4985,Pune,0.61
"Recently purchased this, and honestly I'm really happy with it. delivery was quick and packaging was neat. totally satisfied ❤️ bilkul pasand aaya.",Positive,Swiggy,2024-03-09 21:25:44,user7184,Delhi,0.96
"Bought this during sale, and it turned out better than expected. website is very easy to use. totally satisfied ❤️ kaafi acha hai.",Positive,Google Reviews,2024-04-07 10:10:20,user8750,Mumbai,0.81
"Tried using it for few days, but facing multiple issues. website is very slow. waste of money kaafi acha hai.",Negative,Google Reviews,2024-05-22 14:25:40,user9472,Mumbai,0.67
"After waiting for so long, but the experience was really bad. received damaged product. not going to buy again 😡 thoda disappointing.",Negative,Twitter,2025-06-08 01:36:20,user4241,Bangalore,0.73
"I ordered this recently, but the experience was really bad. customer support didn't respond properly. not going to buy again 😡 kaafi acha hai.",Negative,Twitter,2025-12-21 23:16:24,user2697,Jaipur,0.55
"Received this product yesterday, and honestly I'm very disappointed. pages take too long to load. waste of money matlab expected better.",Negative,Google Reviews,2024-09-08 17:14:40,user4439,Bangalore,0.6
"Using this from past few days, and I had a great experience overall. customer support was helpful. good job by the team thoda disappointing.",Positive,Twitter,2023-06-27 11:44:57,user4331,Kolkata,0.86
"Got this after delay, and honestly I'm very disappointed. product quality is very poor. completely disappointed 💔 thoda disappointing.",Negative,Flipkart,2025-11-17 10:14:18,user2548,Pune,0.64
"Bought this during sale, and it turned out better than expected. delivery was quick and packaging was neat. will definitely recommend this to others 😊 kaafi acha hai.",Positive,Amazon India,2025-04-28 01:52:29,user7322,Ahmedabad,0.86
"After waiting for so long, and it didn't meet my expectations at all. not able to complete payment. very bad experience overall bilkul pasand aaya.",Negative,Website Review,2024-10-11 01:41:19,user1094,Delhi,0.66
"Received this product yesterday, but facing multiple issues. pages take too long to load. not going to buy again 😡 thoda disappointing.",Negative,Website Review,2024-07-08 13:12:57,user5482,Ahmedabad,0.57
"Bought this with high expectations, but facing multiple issues. product quality is very poor. not going to buy again 😡 seriously yaar.",Negative,Zomato,2025-10-21 21:57:53,user5349,Nagpur,0.54
"After waiting for so long, and it didn't meet my expectations at all. product quality is very poor. very bad experience overall kaafi acha hai.",Negative,Zomato,2024-11-21 02:31:00,user4063,Nagpur,0.55
"Got this delivered yesterday, and everything was smooth from start to end. everything worked perfectly. totally satisfied ❤️ matlab expected better.",Positive,Flipkart,2024-01-15 05:48:09,user5599,Hyderabad,0.83
"Bought this during sale, and I had a great experience overall. product quality is really good. will definitely recommend this to others 😊 bakwas experience.",Positive,Online Store,2023-12-20 08:04:11,user5026,Visakhapatnam,0.92
"Got this delivered yesterday, and it turned out better than expected. everything worked perfectly. will order again for sure bakwas experience.",Positive,Flipkart,2024-11-04 08:10:27,user4245,Visakhapatnam,0.96
"Tried using it for few days, and it's not worth the price. customer support is not responding at all. needs serious improvement bilkul pasand aaya.",Negative,Website Review,2025-03-03 13:08:11,user2628,Delhi,0.62
"Tried using it for few days, and honestly I'm very disappointed. product quality is very poor. completely disappointed 💔.",Negative,Twitter,2023-06-03 06:22:29,user6508,Coimbatore,0.52
"After waiting for so long, and honestly I'm very disappointed. product quality is very poor. not going to buy again 😡.",Negative,Flipkart,2025-07-17 08:55:50,user2489,Bhopal,0.66
"Got this delivered yesterday, and I had a great experience overall. UI design looks modern and attractive. good job by the team matlab expected better.",Positive,Website Review,2023-09-08 18:48:14,user4682,Bhopal,0.86
"Bought this during sale, and it turned out better than expected. website is very easy to use. good job by the team bilkul pasand aaya.",Positive,Google Reviews,2023-05-27 11:57:47,user6925,Visakhapatnam,0.92
"I ordered this recently, but facing multiple issues. app keeps crashing again and again. not going to buy again 😡 kaafi acha hai.",Negative,Google Reviews,2023-08-22 19:32:54,user9331,Delhi,0.66
"Recently purchased this, and it turned out better than expected. navigation is simple and fast. good job by the team.",Positive,Google Reviews,2025-05-25 04:01:26,user5308,Bangalore,0.87
"Bought this during sale, and it turned out better than expected. customer support was helpful. good job by the team bakwas experience.",Positive,Online Store,2024-04-13 09:02:04,user6907,Jaipur,0.9
"Bought this during sale, and it's totally worth the money. website is very easy to use. totally satisfied ❤️ bilkul pasand aaya.",Positive,Google Reviews,2023-08-05 22:05:05,user4128,Lucknow,0.97
"Tried using it for few days, and it's not worth the price. customer support is not responding at all. very bad experience overall matlab expected better.",Negative,Google Reviews,2024-11-13 11:26:36,user7012,Pune,0.65
"Bought this with high expectations, and it's not worth the price. received damaged product. waste of money thoda disappointing.",Negative,Flipkart,2025-07-08 20:06:52,user9805,Visakhapatnam,0.7
"Tried this for the first time, and it turned out better than expected. product quality is really good. totally satisfied ❤️ bakwas experience.",Positive,Twitter,2025-03-16 04:37:49,user1602,Delhi,0.92
"Recently purchased this, and it's totally worth the money. customer support was helpful. totally satisfied ❤️ matlab expected better.",Positive,Swiggy,2025-06-15 18:46:25,user1670,Jaipur,0.87
"Received this product yesterday, but the experience was really bad. received damaged product. waste of money bakwas experience.",Negative,Swiggy,2025-09-23 10:50:19,user7565,Mumbai,0.64
"Bought this with high expectations, but facing multiple issues. unable to login to my account. needs serious improvement thoda disappointing.",Negative,Google Reviews,2023-10-26 07:04:46,user9233,Coimbatore,0.72
"Recently purchased this, and it turned out better than expected. navigation is simple and fast. totally satisfied ❤️ kaafi acha hai.",Positive,Website Review,2025-12-01 10:51:19,user8366,Lucknow,0.92
"Tried this for the first time, and honestly I'm really happy with it. app interface is clean and smooth. good job by the team.",Positive,Website Review,2023-12-27 03:34:59,user2411,Lucknow,0.81
"Using this from past few days, and honestly I'm really happy with it. everything worked perfectly. totally satisfied ❤️ matlab expected better.",Positive,Zomato,2023-08-31 01:38:26,user1867,Hyderabad,0.91
"Received this product yesterday, and it didn't meet my expectations at all. received damaged product. not going to buy again 😡 bilkul pasand aaya.",Negative,Swiggy,2025-03-19 10:21:25,user5892,Visakhapatnam,0.54
"Tried using it for few days, and honestly I'm very disappointed. product quality is very poor. completely disappointed 💔 matlab expected better.",Negative,Swiggy,2023-01-28 07:16:17,user8817,Visakhapatnam,0.71
"Using this from past few days, and honestly I'm really happy with it. product quality is really good. happy with the purchase 👍.",Positive,Online Store,2023-08-26 11:10:36,user1607,Bhopal,0.97
"Bought this during sale, and I had a great experience overall. everything worked perfectly. will definitely recommend this to others 😊.",Positive,Online Store,2024-12-17 10:44:31,user4902,Bhopal,0.81
"Got this delivered yesterday, and it's totally worth the money. product quality is really good. good job by the team bilkul pasand aaya.",Positive,Flipkart,2024-11-22 03:58:31,user7667,Patna,0.86
"Received this product yesterday, and it didn't meet my expectations at all. product quality is very poor. completely disappointed 💔 thoda disappointing.",Negative,Flipkart,2024-07-01 21:56:58,user7710,Coimbatore,0.58
"Bought this during sale, and it turned out better than expected. customer support was helpful. happy with the purchase 👍 thoda disappointing.",Positive,Swiggy,2023-06-19 11:21:08,user6592,Coimbatore,0.94
"I ordered this last week, and honestly I'm really happy with it. customer support was helpful. will definitely recommend this to others 😊.",Positive,Flipkart,2024-02-25 12:41:12,user2917,Hyderabad,0.82
"Recently purchased this, and it turned out better than expected. UI design looks modern and attractive. will definitely recommend this to others 😊 thoda disappointing.",Positive,Website Review,2023-12-15 08:42:24,user8040,Nagpur,0.81
"Bought this with high expectations, and honestly I'm very disappointed. product quality is very poor. very bad experience overall thoda disappointing.",Negative,Flipkart,2025-05-16 14:51:21,user7457,Visakhapatnam,0.59
"Got this after delay, and honestly I'm very disappointed. customer support didn't respond properly. completely disappointed 💔 kaafi acha hai.",Negative,Online Store,2024-05-03 09:23:27,user9376,Patna,0.58
"Using this from past few days, and it's totally worth the money. customer support was helpful. will definitely recommend this to others 😊 bakwas experience.",Positive,Online Store,2023-04-26 17:27:40,user4287,Pune,0.92
"Bought this with high expectations, and it didn't meet my expectations at all. delivery got delayed without any update. not going to buy again 😡.",Negative,Zomato,2025-10-05 22:27:51,user8333,Coimbatore,0.52
"Bought this with high expectations, but the experience was really bad. product quality is very poor. completely disappointed 💔 bakwas experience.",Negative,Online Store,2024-06-10 12:54:35,user8233,Kolkata,0.53
"Bought this during sale, and it's totally worth the money. delivery was quick and packaging was neat. totally satisfied ❤️ seriously yaar.",Positive,Twitter,2025-02-13 07:27:36,user2916,Hyderabad,0.89
"Bought this with high expectations, and honestly I'm very disappointed. received damaged product. not going to buy again 😡 thoda disappointing.",Negative,Flipkart,2024-05-03 15:47:34,user9562,Delhi,0.69
"Tried this for the first time, and I had a great experience overall. customer support was helpful. good job by the team bakwas experience.",Positive,Swiggy,2025-11-27 01:30:36,user9861,Nagpur,0.97
"Using this from past few days, and honestly I'm really happy with it. app interface is clean and smooth. will definitely recommend this to others 😊 bilkul pasand aaya.",Positive,Google Reviews,2025-05-20 19:51:49,user2924,Lucknow,0.82
"Received this product yesterday, but the experience was really bad. delivery got delayed without any update. needs serious improvement kaafi acha hai.",Negative,Twitter,2025-11-27 04:59:08,user6606,Bangalore,0.53
"Tried this for the first time, and honestly I'm really happy with it. navigation is simple and fast. totally satisfied ❤️.",Positive,Website Review,2024-10-20 06:47:05,user2248,Bhopal,0.87
"I ordered this recently, and it didn't meet my expectations at all. customer support didn't respond properly. completely disappointed 💔 bakwas experience.",Negative,Online Store,2024-02-21 12:04:30,user9132,Kolkata,0.63
"Bought this with high expectations, but facing multiple issues. OTP not received during login. very bad experience overall matlab expected better.",Negative,Google Reviews,2023-03-06 09:53:58,user6651,Visakhapatnam,0.66
"Bought this during sale, and I had a great experience overall. customer support was helpful. happy with the purchase 👍 bakwas experience.",Positive,Zomato,2023-08-16 19:47:48,user5028,Bangalore,0.98
"Bought this during sale, and it's totally worth the money. product quality is really good. will definitely recommend this to others 😊 thoda disappointing.",Positive,Twitter,2023-05-01 23:29:33,user8171,Bangalore,0.92
