Text,Sentiment,Source,Date/Time,User ID,Location,Confidence Score
"This is the third time tracking not loading during transaction, still page kept loading forever. like seriously.",Negative,Amazon India,2023-02-14 22:12:17,user3489,Chennai,0.56
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2025-03-18 04:26:27,user1019,Lucknow,0.96
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2024-03-05 05:00:50,user5389,Pune,0.87
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2024-10-31 09:45:34,user5842,Mumbai,0.91
"transaction showing error while placing order happened and after that it failed again, really bad experience.",Negative,Google Reviews,2025-07-11 02:07:18,user2008,Bangalore,0.55
"Facing issue where transaction not responding during checkout, and now app just froze. fed up with this.",Negative,Flipkart,2024-06-06 10:47:40,user8410,Lucknow,0.75
"Not sure what's happening, email missing on website and it failed again. not happy at all.",Negative,Website Review,2025-03-01 10:02:33,user2108,Kolkata,0.74
"Really liked the experience, everything worked fine and smooth 😊",Positive,Amazon India,2024-10-28 22:06:44,user7928,Ahmedabad,0.85
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2025-05-26 05:57:36,user9699,Kolkata,0.8
Why is this happening? address stuck while logging in and also nothing is working properly. seriously irritated.,Negative,Swiggy,2024-12-07 00:30:01,user7066,Hyderabad,0.67
"I was just trying to use the app and order not responding after update, then it failed again. honestly upset.",Negative,Zomato,2024-03-15 13:46:45,user2687,Bangalore,0.61
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2024-08-08 00:21:12,user8965,Mumbai,0.88
"I was just trying to use the app and app not working during transaction, then it failed again. very disappointed.",Negative,Amazon India,2025-03-05 09:45:11,user1224,Hyderabad,0.74
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2024-08-13 13:14:27,user8820,Hyderabad,0.83
"I tried login stuck after payment but nothing is working properly, honestly upset.",Negative,Website Review,2023-11-16 03:48:17,user8808,Pune,0.66
"This is the third time OTP not loading during checkout, still no response from support. this is not acceptable.",Negative,Flipkart,2023-12-24 00:05:20,user7902,Lucknow,0.72
"I was just trying to use the app and app delayed while logging in, then no response from support. fed up with this.",Negative,Swiggy,2024-08-28 21:30:53,user4117,Chennai,0.7
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2024-04-29 14:51:17,user3354,Lucknow,0.93
Why is this happening? login crashing during checkout and also it failed again. honestly upset.,Negative,Amazon India,2024-07-27 10:41:52,user9323,Delhi,0.51
"login crashing after update happened and after that I couldn't proceed further, really bad experience.",Negative,Swiggy,2023-06-11 21:11:29,user1211,Bangalore,0.56
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2025-03-13 10:27:59,user1802,Pune,0.97
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2023-06-26 21:08:08,user2092,Bangalore,0.81
"Really liked the experience, everything worked fine and smooth 😊",Positive,Amazon India,2024-04-25 02:51:13,user7122,Jaipur,0.92
"No issues at all, app works perfectly and easy to use ❤️",Positive,Website Review,2025-06-29 04:00:33,user3079,Kolkata,0.8
"Not sure what's happening, delivery stuck during delivery and money already deducted. honestly upset.",Negative,Flipkart,2024-05-30 08:05:37,user9668,Chennai,0.63
"I tried account not working after update but page kept loading forever, not happy at all.",Negative,Twitter,2025-05-10 17:36:25,user4625,Hyderabad,0.6
"I was just trying to use the app and tracking not working in app, then nothing is working properly. honestly upset.",Negative,Twitter,2025-12-12 11:06:40,user5965,Delhi,0.64
"I was just trying to use the app and website missing during checkout, then money already deducted. fed up with this.",Negative,Website Review,2025-07-09 03:19:01,user1480,Hyderabad,0.66
Why is this happening? payment missing while placing order and also nothing is working properly. honestly upset.,Negative,Google Reviews,2024-09-23 22:00:34,user5690,Bangalore,0.54
"No issues at all, app works perfectly and easy to use ❤️",Positive,Zomato,2024-05-17 00:37:17,user2448,Mumbai,0.94
"tracking delayed while placing order happened and after that money already deducted, really bad experience.",Negative,Swiggy,2023-02-03 21:19:58,user1257,Ahmedabad,0.62
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2025-12-21 17:31:59,user7475,Kolkata,0.89
"support blocked after payement happened and after that I couldn't proceed further, really bad experience.",Negative,Swiggy,2025-01-26 11:10:12,user9713,Hyderabad,0.54
"OTP not received on website happened and after that it failed again, realy bad experience.",Negative,Swiggy,2024-04-28 09:36:07,user3981,Chennai,0.57
"This is the third time app blocked after payment, still no response from support. again and again same issue.",Negative,Website Review,2024-09-04 13:46:53,user1544,Ahmedabad,0.67
"Not sure what's happening, support not received during delivery and I couldn't proceed further. so annoying.",Negative,Flipkart,2024-11-02 10:27:35,user2285,Hyderabad,0.64
"This is the third time email not loading during delivery, still no response from support. expected better from this app.",Negative,Swiggy,2024-12-18 23:39:39,user8982,Bangalore,0.69
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2024-11-13 03:41:41,user2569,Bangalore,0.95
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2025-01-18 19:39:58,user3914,Chennai,0.86
"This is the third time delivery not updating while placing order, still it failed again. like seriously.",Negative,Flipkart,2023-12-06 00:33:33,user5248,Ahmedabad,0.5
Why is this happening? transaction crashing on website and also money already deducted. seriously irritated.,Negative,Zomato,2025-07-24 03:57:16,user3051,Ahmedabad,0.69
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2023-01-20 05:06:22,user5892,Delhi,0.94
"tracking not updating after update happened and after that nothing is working properly, really bad experience.",Negative,Swiggy,2024-02-13 10:00:43,user2241,Lucknow,0.61
"No issues at all, app works perfectly and easy to use ❤️",Positive,Flipkart,2023-07-25 15:53:06,user2805,Hyderabad,0.92
"delivery not received while placing order happened and after that page kept loading forever, really bad experience.",Negative,Flipkart,2025-11-05 23:05:15,user3840,Kolkata,0.61
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2023-05-31 03:30:54,user1597,Delhi,0.9
"Service was good and delivery was fast, happy with it 👍",Positive,Swiggy,2025-11-05 03:37:57,user6721,Pune,0.85
"delivery crashing during delivery happened and after that nothing is working properly, really bad experience.",Negative,Flipkart,2024-04-30 22:52:42,user3862,Delhi,0.63
"This is the third time login not received in app, still it failed again. expected better from this app.",Negative,Website Review,2025-09-11 17:13:37,user4423,Jaipur,0.53
Why is this happening? transaction delayed during delivery and also page kept loading forever. very disappointed.,Negative,Flipkart,2023-04-20 13:26:15,user1673,Bangalore,0.63
"Not sure what's happening, account not updating during transaction and money already deducted. seriously irritated.",Negative,Swiggy,2025-06-22 05:37:49,user6481,Pune,0.63
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2023-11-13 18:57:02,user2172,Kolkata,0.89
"I tried email failed after payement but nothing is working properly, really frustrated.",Negative,Amazon India,2023-04-26 23:53:59,user8385,Ahmedabad,0.55
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2024-10-14 04:28:22,user1540,Ahmedabad,0.85
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2024-02-24 13:22:45,user5923,Hyderabad,0.81
"Not sure what's happening, OTP not processing after update and app just froze. very disappointed.",Negative,Google Reviews,2023-08-02 20:07:37,user3054,Kolkata,0.57
"support not working during delivery happened and after that no response from support, really bad experience.",Negative,Twitter,2024-09-27 10:37:38,user1488,Delhi,0.57
Why is this happening? tracking incorrect after update and also money already deducted. honestly upset.,Negative,Zomato,2024-01-23 20:04:06,user8458,Hyderabad,0.72
Why is this happening? tracking not processing in app and also no response from support. fed up with this.,Negative,Amazon India,2023-01-13 06:12:44,user6392,Jaipur,0.72
"I tried address missing during delivery but nothing is working properly, very disappointed.",Negative,Amazon India,2023-02-25 09:12:09,user2124,Bangalore,0.59
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2025-10-17 22:32:03,user2320,Mumbai,0.82
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2024-06-14 23:44:25,user5773,Delhi,0.83
"login failed in app happened and after that nothing is working properly, realy bad experience.",Negative,Swiggy,2023-03-14 06:59:11,user7557,Pune,0.61
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2025-03-04 22:54:29,user8672,Jaipur,0.81
"No issues at all, app works perfectly and easy to use ❤️",Positive,Website Review,2025-04-06 03:25:08,user9820,Bangalore,0.95
"address delayed during delivery happened and after that I couldn't proceed further, really bad experience.",Negative,Website Review,2025-07-29 05:17:42,user6174,Kolkata,0.64
"This is the third time transaction showing error during transaction, still app just froze. expected better from this app.",Negative,Swiggy,2023-03-30 23:32:12,user3511,Mumbai,0.63
"This is the third time address stuck while placing order, still money already deducted. again and again same issue.",Negative,Swiggy,2024-12-04 02:54:27,user7365,Bangalore,0.73
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2025-04-13 11:17:47,user2510,Chennai,0.97
"Not sure what's happening, checkout not received during transaction and it failed again. seriously irritated.",Negative,Twitter,2024-01-05 17:48:27,user9602,Chennai,0.66
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2025-12-11 06:51:19,user9268,Delhi,0.94
"No issues at all, app works perfectly and easy to use ❤️",Positive,Twitter,2025-02-08 06:44:44,user2959,Delhi,0.97
Why is this happening? checkout failed on website and also no response from support. so annoying.,Negative,Twitter,2024-02-10 03:14:57,user3306,Jaipur,0.72
"order delayed after payement happened and after that it failed again, really bad experience.",Negative,Website Review,2023-11-21 07:21:57,user7673,Pune,0.6
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2025-05-20 08:18:05,user6798,Delhi,0.91
"I was just trying to use the app and order delayed during checkout, then I couldn't proceed further. really frustrated.",Negative,Twitter,2023-03-13 19:40:46,user7553,Bangalore,0.67
"app not updating during delivery happened and after that I couldn't proceed further, really bad experience.",Negative,Google Reviews,2024-08-05 23:34:58,user6322,Hyderabad,0.57
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2025-06-27 06:42:19,user4811,Delhi,0.96
"email blocked during transaction happened and after that money already deducted, really bad experience.",Negative,Twitter,2025-09-22 14:30:04,user4368,Hyderabad,0.71
Why is this happening? refund showing error during delivery and also app just froze. not happy at all.,Negative,Twitter,2024-11-01 02:08:45,user3526,Chennai,0.62
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2025-01-03 18:31:13,user7087,Hyderabad,0.93
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2025-05-04 03:07:02,user3307,Chennai,0.83
"Facing issue where login not responding in app, and now money already deducted. very disappointed.",Negative,Google Reviews,2024-04-23 09:28:27,user6889,Jaipur,0.68
"transaction not updating while logging in happened and after that no response from support, really bad experience.",Negative,Google Reviews,2023-01-14 09:15:16,user2330,Delhi,0.68
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2025-09-02 07:36:48,user1550,Chennai,0.94
"Not sure what's happening, email not updating after payment and it failed again. really frustrated.",Negative,Flipkart,2025-06-20 18:50:35,user2544,Lucknow,0.68
"I was just trying to use the app and order crashing on website, then it failed again. fed up with this.",Negative,Amazon India,2025-11-19 17:01:40,user3416,Chennai,0.68
Why is this happening? order stuck in app and also it failed again. very disappointed.,Negative,Website Review,2023-01-12 01:57:52,user5463,Delhi,0.63
"Facing issue where tracking stuck during transaction, and now I couldn't proceed further. not happy at all.",Negative,Amazon India,2024-06-03 10:12:42,user2569,Delhi,0.67
"login not loading during delivery happened and after that page kept loading forever, realy bad experience.",Negative,Twitter,2025-12-09 08:07:39,user9103,Chennai,0.55
"Service was good and delivery was fast, happy with it 👍",Positive,Swiggy,2024-11-24 11:02:14,user7591,Lucknow,0.84
"I tried tracking showing error during transaction but nothing is working properly, very disappointed.",Negative,Website Review,2023-05-17 09:54:21,user2734,Kolkata,0.56
"payment not responding while placing order happened and after that page kept loading forever, really bad experience.",Negative,Twitter,2024-03-04 17:03:51,user3661,Chennai,0.64
"Service was good and delivery was fast, happy with it 👍",Positive,Zomato,2024-10-22 01:43:29,user8761,Bangalore,0.97
"This is the third time app failed after update, still it failed again. I don't understand why.",Negative,Zomato,2025-12-11 00:01:15,user7529,Chennai,0.5
"Service was good and delivery was fast, happy with it 👍",Positive,Swiggy,2024-04-08 15:17:52,user7761,Lucknow,0.97
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2023-06-05 01:01:17,user7044,Ahmedabad,0.88
"payment incorrect during delivery happened and after that money already deducted, really bad experience.",Negative,Google Reviews,2025-01-28 21:37:45,user3778,Jaipur,0.61
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2025-06-16 09:20:47,user4802,Chennai,0.96
"Not sure what's happening, tracking not loading after payment and it failed again. really frustrated.",Negative,Zomato,2025-05-12 07:03:56,user2457,Delhi,0.69
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2025-04-28 02:30:06,user7924,Hyderabad,0.82
"I was just trying to use the app and address not updating after update, then app just froze. not happy at all.",Negative,Twitter,2024-01-04 05:11:24,user8433,Lucknow,0.58
"Not sure what's happening, refund showing error during delivery and app just froze. very disappointed.",Negative,Zomato,2024-06-11 10:31:36,user3670,Mumbai,0.75
Why is this happening? email blocked in app and also money already deducted. so annoying.,Negative,Flipkart,2025-07-24 14:03:26,user2482,Chennai,0.58
"This is the third time address crashing during transaction, still no response from support. like seriously.",Negative,Amazon India,2023-09-23 04:42:45,user1580,Ahmedabad,0.56
"This is the third time tracking not received in app, still app just froze. expected better from this app.",Negative,Twitter,2025-07-06 06:09:55,user4326,Kolkata,0.61
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2023-06-10 21:09:51,user7037,Ahmedabad,0.93
"This is the third time payement page crashed during transaction, still no response from support. this is not acceptable.",Negative,Amazon India,2025-02-13 11:11:27,user8991,Chennai,0.64
"No issues at all, app works perfectly and easy to use ❤️",Positive,Website Review,2025-12-15 06:29:59,user4701,Hyderabad,0.97
"This is the third time tracking showing error during transaction, still I couldn't proceed further. expected better from this app.",Negative,Zomato,2025-06-30 22:43:48,user4099,Pune,0.6
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2024-09-07 00:20:39,user7160,Delhi,0.89
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2023-02-28 21:50:20,user5847,Kolkata,0.92
"account stuck while placing order happened and after that nothing is working properly, really bad experience.",Negative,Swiggy,2025-11-18 05:35:43,user5243,Delhi,0.59
Why is this happening? order stuck during checkout and also app just froze. so annoying.,Negative,Twitter,2024-11-29 03:31:45,user2910,Jaipur,0.67
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2024-11-13 16:47:05,user9568,Hyderabad,0.94
"Not sure what's happening, delivery crashing on website and I couldn't proceed further. fed up with this.",Negative,Amazon India,2024-03-14 10:12:45,user3193,Mumbai,0.58
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2024-03-27 06:09:08,user6141,Jaipur,0.98
"I was just trying to use the app and login incorrect while placing order, then it failed again. seriously irritated.",Negative,Amazon India,2023-06-26 23:07:58,user6126,Lucknow,0.63
"Service was good and delivery was fast, happy with it 👍",Positive,Zomato,2024-08-19 04:41:57,user2962,Lucknow,0.93
"No issues at all, app works perfectly and easy to use ❤️",Positive,Zomato,2023-05-27 22:14:29,user4230,Jaipur,0.9
"Facing issue where address crashing during checkout, and now I couldn't proceed further. fed up with this.",Negative,Swiggy,2023-10-31 05:31:56,user8999,Ahmedabad,0.57
"Not sure what's happening, checkout delayed after payment and I couldn't proceed further. seriously irritated.",Negative,Website Review,2024-03-09 02:55:17,user8738,Hyderabad,0.7
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2024-04-17 16:30:23,user1265,Pune,0.85
"Service was good and delivery was fast, happy with it 👍",Positive,Zomato,2025-08-19 00:02:37,user5606,Kolkata,0.91
"No issues at all, app works perfectly and easy to use ❤️",Positive,Website Review,2025-03-23 07:32:54,user3584,Lucknow,0.81
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2024-10-14 03:04:58,user7092,Chennai,0.87
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2025-02-20 06:38:11,user4198,Mumbai,0.88
"support not processing while logging in happened and after that money already deducted, really bad experience.",Negative,Flipkart,2024-06-14 23:29:52,user7463,Hyderabad,0.52
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2025-06-03 16:16:25,user2255,Jaipur,0.93
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2024-01-29 10:13:50,user9760,Mumbai,0.84
"This is the third time delivery not received in app, still money already deducted. again and again same issue.",Negative,Swiggy,2025-09-13 17:50:32,user5106,Chennai,0.67
"I was just trying to use the app and order crashing during delivery, then app just froze. so annoying.",Negative,Twitter,2023-04-18 18:38:59,user7969,Chennai,0.62
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2025-12-04 20:09:07,user2713,Hyderabad,0.9
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2023-03-08 11:44:58,user9549,Mumbai,0.85
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2024-10-16 21:54:08,user9845,Pune,0.85
"transaction not received on website happened and after that app just froze, really bad experience.",Negative,Swiggy,2023-10-20 07:55:20,user7287,Jaipur,0.51
"app failed on website happened and after that app just froze, really bad experience.",Negative,Google Reviews,2025-08-21 18:00:24,user6399,Pune,0.6
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2025-06-09 21:11:03,user5249,Hyderabad,0.91
"Facing issue where OTP missing on website, and now it failed again. very disappointed.",Negative,Zomato,2023-06-14 05:32:31,user4772,Jaipur,0.72
"Not sure what's happening, website not updating while logging in and nothing is working properly. not happy at all.",Negative,Swiggy,2023-07-21 15:30:18,user9555,Bangalore,0.72
"website missing while placing order happened and after that it failed again, really bad experience.",Negative,Amazon India,2025-04-16 14:31:35,user1975,Kolkata,0.62
"Not sure what's happening, order not processing after payement and nothing is working properly. very disappointed.",Negative,Google Reviews,2025-01-01 14:47:57,user1996,Kolkata,0.74
"No issues at all, app works perfectly and easy to use ❤️",Positive,Zomato,2023-10-21 12:05:33,user7487,Lucknow,0.88
"Not sure what's happening, tracking delayed after update and no response from support. really frustrated.",Negative,Twitter,2024-12-31 04:49:57,user9725,Mumbai,0.51
"Not sure what's happening, transaction not processing during transaction and app just froze. not happy at all.",Negative,Google Reviews,2024-11-29 08:06:00,user5199,Delhi,0.71
"Really liked the experience, everything worked fine and smooth 😊",Positive,Swiggy,2023-08-14 05:27:00,user9776,Ahmedabad,0.98
Why is this happening? OTP stuck after payment and also app just froze. really frustrated.,Negative,Google Reviews,2024-08-05 18:43:27,user6141,Lucknow,0.72
"Service was good and delivery was fast, happy with it 👍",Positive,Amazon India,2025-05-14 18:07:18,user1307,Ahmedabad,0.8
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2023-04-25 06:58:03,user4917,Hyderabad,0.87
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2024-10-28 01:25:25,user3040,Ahmedabad,0.89
"OTP incorrect during delivery happened and after that app just froze, really bad experience.",Negative,Flipkart,2024-04-20 00:38:10,user9884,Hyderabad,0.7
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2025-09-30 11:00:12,user1353,Lucknow,0.88
Why is this happening? order blocked while logging in and also no response from support. not happy at all.,Negative,Website Review,2023-05-23 12:44:39,user9685,Pune,0.74
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2025-04-28 00:18:49,user1754,Chennai,0.82
"I was just trying to use the app and app failed during delivery, then nothing is working properly. so annoying.",Negative,Google Reviews,2024-03-23 05:59:35,user3298,Mumbai,0.72
"This is the third time delivery not processing during transaction, still nothing is working properly. this is not acceptable.",Negative,Amazon India,2024-12-10 08:41:57,user7637,Mumbai,0.55
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2024-08-29 09:58:22,user9647,Mumbai,0.89
"tracking missing during transaction happened and after that it failed again, really bad experience.",Negative,Twitter,2025-01-15 14:28:41,user2698,Delhi,0.61
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2025-07-31 10:49:42,user6628,Mumbai,0.81
"Service was good and delivery was fast, happy with it 👍",Positive,Swiggy,2025-09-15 13:56:47,user9093,Hyderabad,0.92
"I tried login stuck in app but no response from support, not happy at all.",Negative,Website Review,2025-09-10 09:59:20,user4915,Hyderabad,0.75
Why is this happening? support not updating while placing order and also nothing is working properly. fed up with this.,Negative,Google Reviews,2024-03-15 03:00:42,user4150,Lucknow,0.74
"I tried login blocked on website but nothing is working properly, really frustrated.",Negative,Swiggy,2025-09-30 00:50:43,user5162,Ahmedabad,0.57
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2025-08-07 09:06:38,user1420,Mumbai,0.82
"I tried OTP not loading after update but no response from support, seriously irritated.",Negative,Zomato,2025-02-23 22:49:40,user9652,Bangalore,0.51
Why is this happening? login showing error during checkout and also no response from support. not happy at all.,Negative,Twitter,2024-02-26 09:52:58,user3565,Lucknow,0.7
"I was just trying to use the app and payment not recieved on website, then it failed again. not happy at all.",Negative,Swiggy,2025-12-22 14:36:33,user3575,Ahmedabad,0.58
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2023-03-04 06:22:09,user7207,Chennai,0.84
"Not sure what's happening, OTP crashing after payment and it failed again. not happy at all.",Negative,Twitter,2025-11-27 04:41:30,user9821,Mumbai,0.51
"No issues at all, app works perfectly and easy to use ❤️",Positive,Zomato,2023-11-08 18:24:41,user1675,Chennai,0.91
"I was just trying to use the app and transaction delayed while logging in, then money already deducted. not happy at all.",Negative,Swiggy,2025-09-28 05:15:23,user9004,Kolkata,0.62
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2023-02-08 04:07:34,user8135,Mumbai,0.93
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2025-02-27 23:05:00,user8695,Mumbai,0.97
"Not sure what's happening, address not updating after payment and it failed again. honestly upset.",Negative,Twitter,2023-01-06 01:55:47,user5035,Jaipur,0.54
"No issues at all, app works perfectly and easy to use ❤️",Positive,Amazon India,2024-01-02 12:49:18,user4530,Hyderabad,0.88
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2025-03-01 19:01:59,user6419,Pune,0.89
Why is this happening? address showing error during checkout and also no response from support. fed up with this.,Negative,Swiggy,2024-03-27 09:36:06,user3096,Kolkata,0.67
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2025-07-14 07:21:02,user6205,Mumbai,0.87
"I tried delivery blocked during transaction but page kept loading forever, so annoying.",Negative,Swiggy,2025-05-03 01:38:42,user7841,Hyderabad,0.55
"Really liked the experience, everything worked fine and smooth 😊",Positive,Twitter,2023-03-19 08:25:40,user9400,Pune,0.82
"website crashing during delivery happened and after that nothing is working properly, really bad experience.",Negative,Twitter,2025-01-25 14:54:24,user6535,Kolkata,0.5
"Really liked the experience, everything worked fine and smooth 😊",Positive,Website Review,2023-08-19 06:26:20,user6316,Delhi,0.97
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2025-08-31 17:47:17,user5566,Ahmedabad,0.97
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2024-08-16 18:31:13,user5925,Pune,0.97
"No issues at all, app works perfectly and easy to use ❤️",Positive,Twitter,2023-09-29 16:22:48,user8970,Kolkata,0.93
"Not sure what's happening, app not loading in app and page kept loading forever. really frustrated.",Negative,Google Reviews,2025-03-18 11:14:23,user5656,Jaipur,0.68
"No issues at all, app works perfectly and easy to use ❤️",Positive,Flipkart,2024-08-27 00:58:12,user4833,Mumbai,0.95
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2025-01-16 12:24:11,user2141,Jaipur,0.97
"Really liked the experience, everything worked fine and smooth 😊",Positive,Zomato,2025-11-30 15:44:10,user4076,Chennai,0.84
"Facing issue where OTP failed during transaction, and now money already deducted. seriously irritated.",Negative,Swiggy,2023-11-13 01:18:12,user5793,Delhi,0.59
Why is this happening? order not responding in app and also it failed again. seriously irritated.,Negative,Twitter,2024-03-12 16:59:07,user9819,Pune,0.62
"No issues at all, app works perfectly and easy to use ❤️",Positive,Swiggy,2024-04-05 03:56:08,user9603,Pune,0.97
"Service was good and delivery was fast, happy with it 👍",Positive,Website Review,2024-06-24 06:06:22,user8228,Hyderabad,0.95
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2024-01-01 11:25:56,user2546,Mumbai,0.95
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2023-01-18 12:10:28,user4363,Lucknow,0.93
"Really liked the experience, everything worked fine and smooth 😊",Positive,Google Reviews,2025-03-21 08:25:34,user6607,Ahmedabad,0.9
"Really liked the experience, everything worked fine and smooth 😊",Positive,Amazon India,2023-08-03 00:50:39,user5170,Hyderabad,0.84
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2023-11-18 18:16:41,user6432,Lucknow,0.82
"order not loading while logging in happened and after that it failed again, really bad experience.",Negative,Amazon India,2024-01-13 03:16:34,user2905,Pune,0.69
"I tried checkout not loading during delivery but page kept loading forever, very disappointed.",Negative,Website Review,2025-05-19 09:38:32,user4839,Mumbai,0.61
Why is this happening? email failed after payment and also app just froze. fed up with this.,Negative,Flipkart,2023-12-19 07:37:38,user4292,Bangalore,0.68
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2023-05-15 03:18:34,user8746,Jaipur,0.88
"Really liked the experience, everything worked fine and smooth 😊",Positive,Flipkart,2024-05-11 07:21:06,user7363,Mumbai,0.82
"No issues at all, app works perfectly and easy to use ❤️",Positive,Google Reviews,2025-12-12 17:06:04,user6792,Ahmedabad,0.83
"I was just trying to use the app and login crashing after payment, then it failed again. fed up with this.",Negative,Twitter,2024-01-04 06:57:29,user3895,Lucknow,0.75
"I tried tracking not loading during delivery but app just froze, really frustrated.",Negative,Flipkart,2025-04-06 20:07:16,user6896,Mumbai,0.51
"This is the third time email failed during transaction, still I couldn't proceed further. this is not acceptable.",Negative,Amazon India,2025-12-11 20:32:00,user6041,Ahmedabad,0.75
"refund not updating during delivery happened and after that I couldn't proceed further, really bad experience.",Negative,Zomato,2025-09-03 15:13:36,user5442,Delhi,0.51
"I tried order not working in app but no response from support, not happy at all.",Negative,Amazon India,2025-07-02 00:01:45,user3455,Chennai,0.62
"Service was good and delivery was fast, happy with it 👍",Positive,Swiggy,2024-07-14 07:00:36,user8642,Jaipur,0.81
"Not sure what's happening, payment not processing during delivery and no response from support. so annoying.",Negative,Twitter,2023-01-17 23:11:23,user4083,Hyderabad,0.55
"Service was good and delivery was fast, happy with it 👍",Positive,Twitter,2024-07-16 07:47:26,user9637,Lucknow,0.82
"Not sure what's happening, OTP failed while logging in and page kept loading forever. not happy at all.",Negative,Twitter,2023-01-13 20:15:57,user6463,Lucknow,0.61
"This is the third time email delayed during checkout, still I couldn't proceed further. expected better from this app.",Negative,Twitter,2024-05-01 03:05:21,user2689,Chennai,0.61
"Facing issue where address not processing during checkout, and now nothing is working properly. seriously irritated.",Negative,Swiggy,2024-04-10 02:02:45,user8710,Ahmedabad,0.63
"Service was good and delivery was fast, happy with it 👍",Positive,Flipkart,2025-04-04 13:41:38,user5185,Ahmedabad,0.8
"Facing issue where support not processing in app, and now app just froze. seriously irritated.",Negative,Twitter,2024-08-04 14:31:03,user2004,Mumbai,0.74
"I tried order not responding during transaction but I couldn't proceed further, so annoying.",Negative,Flipkart,2023-11-18 06:05:53,user8861,Jaipur,0.62
"Service was good and delivery was fast, happy with it 👍",Positive,Google Reviews,2023-12-24 12:42:01,user6956,Ahmedabad,0.81
"I tried app stuck after payment but it failed again, not happy at all.",Negative,Twitter,2024-07-07 08:00:57,user5117,Mumbai,0.51
